Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Cores (product.metafields.custom.cores),Cor deste Produto (product.metafields.custom.cor_deste_produto),Cor (product.metafields.shopify.color-pattern),Tecido (product.metafields.shopify.fabric),Tamanho (product.metafields.shopify.size),Produtos complementares (product.metafields.shopify--discovery--product_recommendation.complementary_products),Produtos relacionados (product.metafields.shopify--discovery--product_recommendation.related_products),Configurações de produtos relacionados (product.metafields.shopify--discovery--product_recommendation.related_products_display),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Brazil,Price / Brazil,Compare At Price / Brazil,Included / International,Price / International,Compare At Price / International,Status
camiseta-premium-black-n-no-stop-off-white-b90646,CAMISETA PREMIUM BLACK N NO STOP - OFF WHITE B90646,"<p data-mce-fragment=""1""><span><i class=""fas fa-check-circle"" style=""color: #00bd22;""></i>  Se você busca se destacar com atitude e conforto, a camiseta <strong>Black Nine Streetwear</strong> é o item que não pode faltar no seu guarda-roupa. Feita com uma malha encorpada, resistente e durável, essa camiseta mantém seu estilo impecável mesmo com o uso frequente e as lavagens.</span><br><br><span><i class=""fas fa-tshirt"" style=""color: #00bd22;""></i>  Com sua malha <strong>100% algodão exclusiva</strong>, <strong>macia e confortável</strong>, a camiseta B9 apresenta um corte largo que proporciona liberdade de movimento, perfeito para quem valoriza roupas descontraídas.</span><br><br><span><i class=""fas fa-star"" style=""color: #00bd22;""></i>  O tecido premium e o acabamento <strong>anti-pilling</strong> asseguram que a camiseta permaneça impecável, sem bolinhas ou manchas, mesmo após várias lavagens.</span><br><br><span><i class=""fa-solid fa-road fa-fw"" style=""color: #00bd22;""></i> Inspirada pelas tendências <strong>streetwear mais autênticas</strong>, essa camiseta combina elementos do <strong>hip-hop, skate ,rap, Anime, Basquete e muito mais!</strong> tendo no seu DNA a rua, trazendo originalidade e personalidade ao seu visual. Reconhecida pela qualidade e criatividade das estampas, a <strong>Black Nine</strong> oferece opções únicas para quem busca expressar sua individualidade através da moda urbana.</span><br><br><span><i class=""fas fa-people-arrows"" style=""color: #00bd22;""></i>  Nossas camisetas vão além do convencional; elas representam a fusão entre moda e cultura de rua, refletindo a estética urbana e o estilo autêntico das ruas. Com a <strong>Black Nine Streetwear</strong>, você pode criar looks cheios de atitude e personalidade, mostrando ao mundo o seu <strong>amor pela moda urbana</strong>.</span></p>",Black Nine,Vestuário e acessórios > Roupas > Camisetas e tops,"",camisetas,true,Tamanho,P,,,,,,,,VJ-CAM-P-B90646,330.0,shopify,200,deny,manual,89.90,129.90,true,true,,https://cdn.shopify.com/s/files/1/0615/7867/4221/files/FRENTE_fa33c4ca-e28f-4174-a00c-0edaa2a6b310.png?v=1719160905,1,"",false,,,,,,,,,,,,,,"<a class=""bolinha beje"" href=""/products/camiseta-premium-black-n-no-stop-off-white-b90646""></a>
<a class=""bolinha preto"" href=""/products/camiseta-premium-black-n-no-stop-preto-b90641""></a>
<a class=""bolinha branca"" href=""/products/camiseta-premium-black-n-no-stop-branco-b90642""></a>",Off White,,,,,,,,g,,,true,,,true,,,active
camiseta-premium-black-n-no-stop-off-white-b90646,,,,,,,,,M,,,,,,,,VJ-CAM-M-B90646,330.0,shopify,200,deny,manual,89.90,129.90,true,true,,https://cdn.shopify.com/s/files/1/0615/7867/4221/files/FRENTE_ZOOM_0af14334-f3e0-44ec-8295-0544de4b87a3.png?v=1719160909,2,"",,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,
camiseta-premium-black-n-no-stop-off-white-b90646,,,,,,,,,G,,,,,,,,VJ-CAM-G-B90646,330.0,shopify,200,deny,manual,89.90,129.90,true,true,,https://cdn.shopify.com/s/files/1/0615/7867/4221/files/COSTAS_4da86aa7-dba4-4360-a33c-8661cbaba4c3.png?v=1719160909,3,"",,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,
camiseta-premium-black-n-no-stop-off-white-b90646,,,,,,,,,GG,,,,,,,,VJ-CAM-GG-B90646,330.0,shopify,200,deny,manual,89.90,129.90,true,true,,https://cdn.shopify.com/s/files/1/0615/7867/4221/files/E.BARRA_ZOOM_9a8eb8f3-5796-4baa-8c2f-01aa22535a12.png?v=1719160909,4,"",,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,
camiseta-premium-black-n-no-stop-off-white-b90646,,,,,,,,,G2,,,,,,,,VJ-CAM-G2-B90646,330.0,shopify,200,deny,manual,99.90,139.90,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,
camiseta-premium-black-n-no-stop-off-white-b90646,,,,,,,,,G3,,,,,,,,VJ-CAM-G3-B90646,330.0,shopify,200,deny,manual,129.90,159.90,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,
camiseta-premium-black-n-no-stop-off-white-b90646,,,,,,,,,G4,,,,,,,,VJ-CAM-G4-B90646,330.0,shopify,200,deny,manual,149.90,189.90,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,
camiseta-premium-black-n-no-stop-preto-b90641,CAMISETA PREMIUM BLACK N NO STOP - PRETO B90641,"<p data-mce-fragment=""1""><span><i class=""fas fa-check-circle"" style=""color: #00bd22;""></i>  Se você busca se destacar com atitude e conforto, a camiseta <strong>Black Nine Streetwear</strong> é o item que não pode faltar no seu guarda-roupa. Feita com uma malha encorpada, resistente e durável, essa camiseta mantém seu estilo impecável mesmo com o uso frequente e as lavagens.</span><br><br><span><i class=""fas fa-tshirt"" style=""color: #00bd22;""></i>  Com sua malha <strong>100% algodão exclusiva</strong>, <strong>macia e confortável</strong>, a camiseta B9 apresenta um corte largo que proporciona liberdade de movimento, perfeito para quem valoriza roupas descontraídas.</span><br><br><span><i class=""fas fa-star"" style=""color: #00bd22;""></i>  O tecido premium e o acabamento <strong>anti-pilling</strong> asseguram que a camiseta permaneça impecável, sem bolinhas ou manchas, mesmo após várias lavagens.</span><br><br><span><i class=""fa-solid fa-road fa-fw"" style=""color: #00bd22;""></i> Inspirada pelas tendências <strong>streetwear mais autênticas</strong>, essa camiseta combina elementos do <strong>hip-hop, skate ,rap, Anime, Basquete e muito mais!</strong> tendo no seu DNA a rua, trazendo originalidade e personalidade ao seu visual. Reconhecida pela qualidade e criatividade das estampas, a <strong>Black Nine</strong> oferece opções únicas para quem busca expressar sua individualidade através da moda urbana.</span><br><br><span><i class=""fas fa-people-arrows"" style=""color: #00bd22;""></i>  Nossas camisetas vão além do convencional; elas representam a fusão entre moda e cultura de rua, refletindo a estética urbana e o estilo autêntico das ruas. Com a <strong>Black Nine Streetwear</strong>, você pode criar looks cheios de atitude e personalidade, mostrando ao mundo o seu <strong>amor pela moda urbana</strong>.</span></p>",Black Nine,Vestuário e acessórios > Roupas > Camisetas e tops,"",camisetas,true,Tamanho,P,,,,,,,,VJ-CAM-P-B90641,330.0,shopify,200,deny,manual,89.90,129.90,true,true,,https://cdn.shopify.com/s/files/1/0615/7867/4221/files/FRENTE_4a813004-db3d-4176-bc6d-feb6b046dacb.png?v=1719161121,1,"",false,,,,,,,,,,,,,,"<a class=""bolinha preto"" href=""/products/camiseta-premium-black-n-no-stop-preto-b90641""></a>
<a class=""bolinha beje"" href=""/products/camiseta-premium-black-n-no-stop-off-white-b90646""></a>
<a class=""bolinha branca"" href=""/products/camiseta-premium-black-n-no-stop-branco-b90642""></a>",Preto,,,,,,,,g,,,true,,,true,,,active
camiseta-premium-black-n-no-stop-preto-b90641,,,,,,,,,M,,,,,,,,VJ-CAM-M-B90641,330.0,shopify,200,deny,manual,89.90,129.90,true,true,,https://cdn.shopify.com/s/files/1/0615/7867/4221/files/FRENTE_ZOOM_247c88d8-fb0b-46e9-9f23-ef2938715fc4.png?v=1719161395,2,"",,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,
camiseta-premium-black-n-no-stop-preto-b90641,,,,,,,,,G,,,,,,,,VJ-CAM-G-B90641,330.0,shopify,200,deny,manual,89.90,129.90,true,true,,https://cdn.shopify.com/s/files/1/0615/7867/4221/files/e.barra_zoom_67de9869-d9d2-41ff-80ab-a2f4d43a9ac7.png?v=1719161395,3,"",,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,
camiseta-premium-black-n-no-stop-preto-b90641,,,,,,,,,GG,,,,,,,,VJ-CAM-GG-B90641,330.0,shopify,200,deny,manual,89.90,129.90,true,true,,https://cdn.shopify.com/s/files/1/0615/7867/4221/files/COSTAS_c4506265-af4b-4f52-b739-de989149792c.png?v=1719161395,4,"",,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,
camiseta-premium-black-n-no-stop-preto-b90641,,,,,,,,,G2,,,,,,,,VJ-CAM-G2-B90641,330.0,shopify,200,deny,manual,99.90,139.90,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,
camiseta-premium-black-n-no-stop-preto-b90641,,,,,,,,,G3,,,,,,,,VJ-CAM-G3-B90641,330.0,shopify,200,deny,manual,129.90,159.90,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,
camiseta-premium-black-n-no-stop-preto-b90641,,,,,,,,,G4,,,,,,,,VJ-CAM-G4-B90641,330.0,shopify,200,deny,manual,149.90,189.90,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,
camiseta-premium-dennis-rodman-91-off-white-b90637,CAMISETA PREMIUM DENNIS RODMAN 91 - OFF WHITE B90637,"<p data-mce-fragment=""1""><span><i class=""fas fa-check-circle"" style=""color: #00bd22;""></i>  Se você busca se destacar com atitude e conforto, a camiseta <strong>Black Nine Streetwear</strong> é o item que não pode faltar no seu guarda-roupa. Feita com uma malha encorpada, resistente e durável, essa camiseta mantém seu estilo impecável mesmo com o uso frequente e as lavagens.</span><br><br><span><i class=""fas fa-tshirt"" style=""color: #00bd22;""></i>  Com sua malha <strong>100% algodão exclusiva</strong>, <strong>macia e confortável</strong>, a camiseta B9 apresenta um corte largo que proporciona liberdade de movimento, perfeito para quem valoriza roupas descontraídas.</span><br><br><span><i class=""fas fa-star"" style=""color: #00bd22;""></i>  O tecido premium e o acabamento <strong>anti-pilling</strong> asseguram que a camiseta permaneça impecável, sem bolinhas ou manchas, mesmo após várias lavagens.</span><br><br><span><i class=""fa-solid fa-road fa-fw"" style=""color: #00bd22;""></i> Inspirada pelas tendências <strong>streetwear mais autênticas</strong>, essa camiseta combina elementos do <strong>hip-hop, skate ,rap, Anime, Basquete e muito mais!</strong> tendo no seu DNA a rua, trazendo originalidade e personalidade ao seu visual. Reconhecida pela qualidade e criatividade das estampas, a <strong>Black Nine</strong> oferece opções únicas para quem busca expressar sua individualidade através da moda urbana.</span><br><br><span><i class=""fas fa-people-arrows"" style=""color: #00bd22;""></i>  Nossas camisetas vão além do convencional; elas representam a fusão entre moda e cultura de rua, refletindo a estética urbana e o estilo autêntico das ruas. Com a <strong>Black Nine Streetwear</strong>, você pode criar looks cheios de atitude e personalidade, mostrando ao mundo o seu <strong>amor pela moda urbana</strong>.</span></p>",Black Nine,Vestuário e acessórios > Roupas > Camisetas e tops,"",camisetas,true,Tamanho,P,,,,,,,,VJ-CAM-P-B90637,330.0,shopify,200,deny,manual,89.90,129.90,true,true,,https://cdn.shopify.com/s/files/1/0615/7867/4221/files/FRENTE_3fa86484-8da5-4ee7-a2bc-02f561935e25.png?v=1719161670,1,"",false,,,,,,,,,,,,,,"<a class=""bolinha preta"" href=""/products/camiseta-premium-dennis-rodman-91-preto-b90636""></a>
<a class=""bolinha verde"" href=""/products/camiseta-premium-dennis-rodman-91-verde-mar-b90638""></a>
<a class=""bolinha beje"" href=""/products/camiseta-premium-dennis-rodman-91-off-white-b90637""></a>
",Off White,,,,,,,,g,,,true,,,true,,,active
camiseta-premium-dennis-rodman-91-off-white-b90637,,,,,,,,,M,,,,,,,,VJ-CAM-M-B90637,330.0,shopify,200,deny,manual,89.90,129.90,true,true,,https://cdn.shopify.com/s/files/1/0615/7867/4221/files/COSTAS_2c7566db-caf8-47d0-b5f0-e054449ce1aa.png?v=1719161670,2,"",,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,
camiseta-premium-dennis-rodman-91-off-white-b90637,,,,,,,,,G,,,,,,,,VJ-CAM-G-B90637,330.0,shopify,200,deny,manual,89.90,129.90,true,true,,https://cdn.shopify.com/s/files/1/0615/7867/4221/files/E.BARRA_ZOOM_ee583ce0-b0c1-44d2-a465-976f5f24ce2f.png?v=1719161670,3,"",,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,
camiseta-premium-dennis-rodman-91-off-white-b90637,,,,,,,,,GG,,,,,,,,VJ-CAM-GG-B90637,330.0,shopify,200,deny,manual,89.90,129.90,true,true,,https://cdn.shopify.com/s/files/1/0615/7867/4221/files/FRENTE_ZOOM_3997b6a9-4653-475b-9eff-cb1faecbf394.png?v=1719161670,4,"",,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,
camiseta-premium-dennis-rodman-91-off-white-b90637,,,,,,,,,G2,,,,,,,,VJ-CAM-G2-B90637,330.0,shopify,200,deny,manual,99.90,139.90,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,
camiseta-premium-dennis-rodman-91-off-white-b90637,,,,,,,,,G3,,,,,,,,VJ-CAM-G3-B90637,330.0,shopify,200,deny,manual,129.90,159.90,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,
camiseta-premium-dennis-rodman-91-off-white-b90637,,,,,,,,,G4,,,,,,,,VJ-CAM-G4-B90637,330.0,shopify,200,deny,manual,149.90,189.90,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,
camiseta-premium-dennis-rodman-91-preto-b90636,CAMISETA PREMIUM DENNIS RODMAN 91 - PRETO B90636,"<p data-mce-fragment=""1""><span><i class=""fas fa-check-circle"" style=""color: #00bd22;""></i>  Se você busca se destacar com atitude e conforto, a camiseta <strong>Black Nine Streetwear</strong> é o item que não pode faltar no seu guarda-roupa. Feita com uma malha encorpada, resistente e durável, essa camiseta mantém seu estilo impecável mesmo com o uso frequente e as lavagens.</span><br><br><span><i class=""fas fa-tshirt"" style=""color: #00bd22;""></i>  Com sua malha <strong>100% algodão exclusiva</strong>, <strong>macia e confortável</strong>, a camiseta B9 apresenta um corte largo que proporciona liberdade de movimento, perfeito para quem valoriza roupas descontraídas.</span><br><br><span><i class=""fas fa-star"" style=""color: #00bd22;""></i>  O tecido premium e o acabamento <strong>anti-pilling</strong> asseguram que a camiseta permaneça impecável, sem bolinhas ou manchas, mesmo após várias lavagens.</span><br><br><span><i class=""fa-solid fa-road fa-fw"" style=""color: #00bd22;""></i> Inspirada pelas tendências <strong>streetwear mais autênticas</strong>, essa camiseta combina elementos do <strong>hip-hop, skate ,rap, Anime, Basquete e muito mais!</strong> tendo no seu DNA a rua, trazendo originalidade e personalidade ao seu visual. Reconhecida pela qualidade e criatividade das estampas, a <strong>Black Nine</strong> oferece opções únicas para quem busca expressar sua individualidade através da moda urbana.</span><br><br><span><i class=""fas fa-people-arrows"" style=""color: #00bd22;""></i>  Nossas camisetas vão além do convencional; elas representam a fusão entre moda e cultura de rua, refletindo a estética urbana e o estilo autêntico das ruas. Com a <strong>Black Nine Streetwear</strong>, você pode criar looks cheios de atitude e personalidade, mostrando ao mundo o seu <strong>amor pela moda urbana</strong>.</span></p>",Black Nine,Vestuário e acessórios > Roupas > Camisetas e tops,"",camisetas,true,Tamanho,P,,,,,,,,VJ-CAM-P-B90636,330.0,shopify,200,deny,manual,89.90,129.90,true,true,,https://cdn.shopify.com/s/files/1/0615/7867/4221/files/FRENTE_65a3bd48-e423-46cd-b543-530676ee3d0e.png?v=1719162155,1,"",false,,,,,,,,,,,,,,"<a class=""bolinha beje"" href=""/products/camiseta-premium-dennis-rodman-91-off-white-b90637""></a>
<a class=""bolinha preta"" href=""/products/camiseta-premium-dennis-rodman-91-preto-b90636""></a>
<a class=""bolinha verde"" href=""/products/camiseta-premium-dennis-rodman-91-verde-mar-b90638""></a>


",Off White,,,,,,,,g,,,true,,,true,,,active
camiseta-premium-dennis-rodman-91-preto-b90636,,,,,,,,,M,,,,,,,,VJ-CAM-M-B90636,330.0,shopify,200,deny,manual,89.90,129.90,true,true,,https://cdn.shopify.com/s/files/1/0615/7867/4221/files/FRENTE_ZOOM_6e07d38e-6f5b-4547-b08b-46b207eef538.png?v=1719162161,2,"",,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,
camiseta-premium-dennis-rodman-91-preto-b90636,,,,,,,,,G,,,,,,,,VJ-CAM-G-B90636,330.0,shopify,200,deny,manual,89.90,129.90,true,true,,https://cdn.shopify.com/s/files/1/0615/7867/4221/files/E.BARRA_ZOOM_87058986-8ec4-4f03-9604-17a8bcf61c00.png?v=1719162161,3,"",,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,
camiseta-premium-dennis-rodman-91-preto-b90636,,,,,,,,,GG,,,,,,,,VJ-CAM-GG-B90636,330.0,shopify,200,deny,manual,89.90,129.90,true,true,,https://cdn.shopify.com/s/files/1/0615/7867/4221/files/COSTAS_8a7ffce8-bf7d-416f-9de5-228e4f226e29.png?v=1719162161,4,"",,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,
camiseta-premium-dennis-rodman-91-preto-b90636,,,,,,,,,G2,,,,,,,,VJ-CAM-G2-B90636,330.0,shopify,200,deny,manual,99.90,139.90,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,
camiseta-premium-dennis-rodman-91-preto-b90636,,,,,,,,,G3,,,,,,,,VJ-CAM-G3-B90636,330.0,shopify,200,deny,manual,129.90,159.90,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,
camiseta-premium-dennis-rodman-91-preto-b90636,,,,,,,,,G4,,,,,,,,VJ-CAM-G4-B90636,330.0,shopify,200,deny,manual,149.90,189.90,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,
camiseta-premium-dennis-rodman-91-verde-mar-b90638,CAMISETA PREMIUM DENNIS RODMAN 91 - VERDE MAR B90638,"<p data-mce-fragment=""1""><span><i class=""fas fa-check-circle"" style=""color: #00bd22;""></i>  Se você busca se destacar com atitude e conforto, a camiseta <strong>Black Nine Streetwear</strong> é o item que não pode faltar no seu guarda-roupa. Feita com uma malha encorpada, resistente e durável, essa camiseta mantém seu estilo impecável mesmo com o uso frequente e as lavagens.</span><br><br><span><i class=""fas fa-tshirt"" style=""color: #00bd22;""></i>  Com sua malha <strong>100% algodão exclusiva</strong>, <strong>macia e confortável</strong>, a camiseta B9 apresenta um corte largo que proporciona liberdade de movimento, perfeito para quem valoriza roupas descontraídas.</span><br><br><span><i class=""fas fa-star"" style=""color: #00bd22;""></i>  O tecido premium e o acabamento <strong>anti-pilling</strong> asseguram que a camiseta permaneça impecável, sem bolinhas ou manchas, mesmo após várias lavagens.</span><br><br><span><i class=""fa-solid fa-road fa-fw"" style=""color: #00bd22;""></i> Inspirada pelas tendências <strong>streetwear mais autênticas</strong>, essa camiseta combina elementos do <strong>hip-hop, skate ,rap, Anime, Basquete e muito mais!</strong> tendo no seu DNA a rua, trazendo originalidade e personalidade ao seu visual. Reconhecida pela qualidade e criatividade das estampas, a <strong>Black Nine</strong> oferece opções únicas para quem busca expressar sua individualidade através da moda urbana.</span><br><br><span><i class=""fas fa-people-arrows"" style=""color: #00bd22;""></i>  Nossas camisetas vão além do convencional; elas representam a fusão entre moda e cultura de rua, refletindo a estética urbana e o estilo autêntico das ruas. Com a <strong>Black Nine Streetwear</strong>, você pode criar looks cheios de atitude e personalidade, mostrando ao mundo o seu <strong>amor pela moda urbana</strong>.</span></p>",Black Nine,Vestuário e acessórios > Roupas > Camisetas e tops,"",camisetas,true,Tamanho,P,,,,,,,,VJ-CAM-P-B90638,330.0,shopify,200,deny,manual,89.90,129.90,true,true,,https://cdn.shopify.com/s/files/1/0615/7867/4221/files/FRENTE_be5a1357-f6cc-40d7-a6d4-a3b46b7ef741.png?v=1719162288,1,"",false,,,,,,,,,,,,,,"<a class=""bolinha verde"" href=""/products/camiseta-premium-dennis-rodman-91-verde-mar-b90638""></a>
<a class=""bolinha beje"" href=""/products/camiseta-premium-dennis-rodman-91-off-white-b90637""></a>
<a class=""bolinha preta"" href=""/products/camiseta-premium-dennis-rodman-91-preto-b90636""></a>
",Off White,,,,,,,,g,,,true,,,true,,,active
camiseta-premium-dennis-rodman-91-verde-mar-b90638,,,,,,,,,M,,,,,,,,VJ-CAM-M-B90638,330.0,shopify,200,deny,manual,89.90,129.90,true,true,,https://cdn.shopify.com/s/files/1/0615/7867/4221/files/FRENTE_ZOOM_007c4b72-b236-4414-aaa5-d36721c25ea9.png?v=1719162447,2,"",,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,
camiseta-premium-dennis-rodman-91-verde-mar-b90638,,,,,,,,,G,,,,,,,,VJ-CAM-G-B90638,330.0,shopify,200,deny,manual,89.90,129.90,true,true,,https://cdn.shopify.com/s/files/1/0615/7867/4221/files/E.BARRA_ZOOM_6732b674-3f95-464a-b12f-c1cd21baf765.png?v=1719162447,3,"",,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,
camiseta-premium-dennis-rodman-91-verde-mar-b90638,,,,,,,,,GG,,,,,,,,VJ-CAM-GG-B90638,330.0,shopify,200,deny,manual,89.90,129.90,true,true,,https://cdn.shopify.com/s/files/1/0615/7867/4221/files/COSTAS_02172776-aa78-4f87-85dc-a4c51accf94d.png?v=1719162447,4,"",,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,
camiseta-premium-dennis-rodman-91-verde-mar-b90638,,,,,,,,,G2,,,,,,,,VJ-CAM-G2-B90638,330.0,shopify,200,deny,manual,99.90,139.90,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,
camiseta-premium-dennis-rodman-91-verde-mar-b90638,,,,,,,,,G3,,,,,,,,VJ-CAM-G3-B90638,330.0,shopify,200,deny,manual,129.90,159.90,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,
camiseta-premium-dennis-rodman-91-verde-mar-b90638,,,,,,,,,G4,,,,,,,,VJ-CAM-G4-B90638,330.0,shopify,200,deny,manual,149.90,189.90,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,
camiseta-premium-kevin-durant-branco-b90639,CAMISETA PREMIUM KEVIN DURANT - BRANCO B90639,"<p data-mce-fragment=""1""><span><i class=""fas fa-check-circle"" style=""color: #00bd22;""></i>  Se você busca se destacar com atitude e conforto, a camiseta <strong>Black Nine Streetwear</strong> é o item que não pode faltar no seu guarda-roupa. Feita com uma malha encorpada, resistente e durável, essa camiseta mantém seu estilo impecável mesmo com o uso frequente e as lavagens.</span><br><br><span><i class=""fas fa-tshirt"" style=""color: #00bd22;""></i>  Com sua malha <strong>100% algodão exclusiva</strong>, <strong>macia e confortável</strong>, a camiseta B9 apresenta um corte largo que proporciona liberdade de movimento, perfeito para quem valoriza roupas descontraídas.</span><br><br><span><i class=""fas fa-star"" style=""color: #00bd22;""></i>  O tecido premium e o acabamento <strong>anti-pilling</strong> asseguram que a camiseta permaneça impecável, sem bolinhas ou manchas, mesmo após várias lavagens.</span><br><br><span><i class=""fa-solid fa-road fa-fw"" style=""color: #00bd22;""></i> Inspirada pelas tendências <strong>streetwear mais autênticas</strong>, essa camiseta combina elementos do <strong>hip-hop, skate ,rap, Anime, Basquete e muito mais!</strong> tendo no seu DNA a rua, trazendo originalidade e personalidade ao seu visual. Reconhecida pela qualidade e criatividade das estampas, a <strong>Black Nine</strong> oferece opções únicas para quem busca expressar sua individualidade através da moda urbana.</span><br><br><span><i class=""fas fa-people-arrows"" style=""color: #00bd22;""></i>  Nossas camisetas vão além do convencional; elas representam a fusão entre moda e cultura de rua, refletindo a estética urbana e o estilo autêntico das ruas. Com a <strong>Black Nine Streetwear</strong>, você pode criar looks cheios de atitude e personalidade, mostrando ao mundo o seu <strong>amor pela moda urbana</strong>.</span></p>",Black Nine,Vestuário e acessórios > Roupas > Camisetas e tops,"","branca, camisetas",true,Tamanho,P,,,,,,,,CAM-BR-P-B90639,330.0,shopify,200,deny,manual,89.90,129.90,true,true,,https://cdn.shopify.com/s/files/1/0615/7867/4221/files/FRENTE_5a531951-9de2-4f24-8edd-e9ab9fc26f2a.png?v=1719163035,1,"",false,,,,,,,,,,,,,,"<a class=""bolinha branca"" href=""/products/camiseta-premium-kevin-durant-branco-b90639""></a>
<a class=""bolinha beje"" href=""/products/camiseta-premium-kevin-durant-off-white-b90640""></a>
",,,,,,,,,g,,,true,,,true,,,active
camiseta-premium-kevin-durant-branco-b90639,,,,,,,,,M,,,,,,,,CAM-BR-M-B90639,330.0,shopify,200,deny,manual,89.90,129.90,true,true,,https://cdn.shopify.com/s/files/1/0615/7867/4221/files/FRENTE_ZOOM_545e8d52-f826-4755-9170-33c4600e30fe.png?v=1719163041,2,"",,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,
camiseta-premium-kevin-durant-branco-b90639,,,,,,,,,G,,,,,,,,CAM-BR-G-B90639,330.0,shopify,200,deny,manual,89.90,129.90,true,true,,https://cdn.shopify.com/s/files/1/0615/7867/4221/files/E.BARRA_ZOOM_92e422bd-a090-4432-a4f0-e548f6fbda60.png?v=1719163041,3,"",,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,
camiseta-premium-kevin-durant-branco-b90639,,,,,,,,,GG,,,,,,,,CAM-BR-GG-B90639,330.0,shopify,200,deny,manual,89.90,129.90,true,true,,https://cdn.shopify.com/s/files/1/0615/7867/4221/files/COSTAS_9920b2f5-f251-44d3-a20a-9697ecec6660.png?v=1719163041,4,"",,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,
camiseta-premium-kevin-durant-branco-b90639,,,,,,,,,G2,,,,,,,,CAM-BR-G2-B90639,330.0,shopify,200,deny,manual,99.90,139.90,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,
camiseta-premium-kevin-durant-branco-b90639,,,,,,,,,G3,,,,,,,,CAM-BR-G3-B90639,330.0,shopify,200,deny,manual,129.90,159.90,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,
camiseta-premium-kevin-durant-branco-b90639,,,,,,,,,G4,,,,,,,,CAM-BR-G4-B90639,330.0,shopify,200,deny,manual,149.90,189.90,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,
